PRETTY-GIRL,Sars-858,Bird
PRINCE,Sars-859,Bird
PRINCESS,Sars-860,Bird
PRISSY,Sars-861,Bird
PUCK,Sars-862,Bird
PUDDLES,Sars-863,Bird
PUDGE,Sars-864,Bird
PUFFY,Sars-865,Bird
PUGSLEY,Sars-866,Bird
PUMPKIN,Sars-867,Bird
PUNKIN,Sars-868,Bird
PUPPY,Sars-869,Bird
PURDY,Sars-870,Bird
QUEEN,Sars-871,Bird
QUEENIE,Sars-872,Bird
QUINCY,Sars-873,Bird
QUINN,Sars-874,Bird
RAGS,Sars-875,Bird
RAISON,Sars-876,Bird
RALPH,Sars-877,Bird
RALPHIE,Sars-878,Bird
RAMBLER,Sars-879,Bird
RAMBO,Sars-880,Bird
RANGER,Sars-881,Bird
RASCAL,Sars-882,Bird
RAVEN,Sars-883,Bird
REBEL,Sars-884,Bird
RED,Sars-885,Bird
REGGIE,Sars-886,Bird
REILLY,Sars-887,Bird
REMY,Sars-888,Bird
REX,Sars-889,Bird
REXY,Sars-890,Bird
RHETT,Sars-891,Bird
RICKY,Sars-892,Bird
RICO,Sars-893,Bird
RIGGS,Sars-894,Bird
RILEY,Sars-895,Bird
RIN TIN TIN,Sars-896,Bird
RINGO,Sars-897,Bird
RIPLEY,Sars-898,Bird
ROCCO,Sars-899,Bird
ROCK,Sars-900,Bird
ROCKET,Sars-901,Bird
ROCKO,Sars-902,Bird
ROCKY,Sars-903,Bird
ROLAND,Sars-904,Bird
ROLEX,Sars-905,Bird
ROLLIE,Sars-906,Bird
ROMAN,Sars-907,Bird
ROMEO,Sars-908,Bird
ROSA,Sars-909,Bird
ROSCOE,Sars-910,Bird
ROSEBUD,Sars-911,Bird
ROSIE,Sars-912,Bird
ROSY,Sars-913,Bird
ROVER,Sars-914,Bird
ROWDY,Sars-915,Bird
ROXANNE,Sars-916,Bird
ROXIE,Sars-917,Bird
ROXY,Sars-918,Bird
RUBY,Sars-919,Bird
RUCHUS,Sars-920,Bird
RUDY,Sars-921,Bird
RUFFE,Sars-922,Bird
RUFFER,Sars-923,Bird
RUFFLES,Sars-924,Bird
RUFUS,Sars-925,Bird
RUGER,Sars-926,Bird
RUSTY,Sars-927,Bird
RUTHIE,Sars-928,Bird
RYDER,Sars-929,Bird
SABINE,Sars-930,Bird
SABLE,Sars-931,Bird
SABRINA,Sars-932,Bird
SADIE,Sars-933,Bird
SAGE,Sars-934,Bird
SAILOR,Sars-935,Bird
SALEM,Sars-936,Bird
SALLY,Sars-937,Bird
SALTY,Sars-938,Bird
SAM,Sars-939,Bird
SAMANTHA,Sars-940,Bird
SAMMY,Sars-941,Bird
SAMPSON,Sars-942,Bird
SAMSON,Sars-943,Bird
SANDY,Sars-944,Bird
SARA,Sars-945,Bird
SARAH,Sars-946,Bird
SARGE,Sars-947,Bird
SASHA,Sars-948,Bird
SASSIE,Sars-949,Bird
SASSY,Sars-950,Bird
SAVANNAH,Sars-951,Bird
SAWYER,Sars-952,Bird
SCARLETT,Sars-953,Bird
SCHOTZIE,Sars-954,Bird
SCHULTZ,Sars-955,Bird
SCOOBIE,Sars-956,Bird
SCOOBY,Sars-957,Bird
SCOOBY-DOO,Sars-958,Bird
SCOOTER,Sars-959,Bird
SCOTTIE,Sars-960,Bird
SCOUT,Sars-961,Bird
SCRAPPY,Sars-962,Bird
SCRUFFY,Sars-963,Bird
SEBASTIAN,Sars-964,Bird
SHADOW,Sars-965,Bird
SHADY,Sars-966,Bird
SHAGGY,Sars-967,Bird
SHASTA,Sars-968,Bird
SHEBA,Sars-969,Bird
SHEENA,Sars-970,Bird
SHELBY,Sars-971,Bird
SHELLY,Sars-972,Bird
SHERMAN,Sars-973,Bird
SHILOH,Sars-974,Bird
SHINER,Sars-975,Bird
SHORTY,Sars-976,Bird
SIENNA,Sars-977,Bird
SIERRA,Sars-978,Bird
SILKY,Sars-979,Bird
SILVER,Sars-980,Bird
SILVESTER,Sars-981,Bird
SIMBA,Sars-982,Bird
SIMON,Sars-983,Bird
SIMONE,Sars-984,Bird
SISSY,Sars-985,Bird
SKEETER,Sars-986,Bird
SKINNY,Sars-987,Bird
SKIP,Sars-988,Bird
SKIPPER,Sars-989,Bird
SKIPPY,Sars-990,Bird
SKITTLES,Sars-991,Bird
SKY,Sars-992,Bird
SKYE,Sars-993,Bird
SKYLER,Sars-994,Bird
SLICK,Sars-995,Bird
SLINKY,Sars-996,Bird
SLY,Sars-997,Bird
SMARTY,Sars-998,Bird
SMOKE,Sars-999,Bird
SMOKEY,Sars-1000,Bird
